gst_id,order_id,payment_id,settlement_date,taxable_fee_amount,gst_rate,cgst_amount,sgst_amount,igst_amount,total_gst_amount
GST70317,ORD10317,PAY70317,2026-04-08,8.43,0.18,0.76,0.76,0.0,1.52
GST70318,ORD10318,PAY70318,2026-04-08,49.45,0.18,0.0,0.0,8.9,8.9
GST70319,ORD10319,PAY70319,2026-04-08,6.02,0.18,0.0,0.0,1.08,1.08
GST70320,ORD10320,PAY70320,2026-04-08,25.62,0.18,2.31,2.31,0.0,4.61
GST70321,ORD10321,PAY70321,2026-04-09,122.83,0.18,0.0,0.0,22.11,22.11
GST70322,ORD10322,PAY70322,2026-04-09,27.98,0.18,0.0,0.0,5.04,5.04
GST70323,ORD10323,PAY70323,2026-04-09,107.85,0.18,0.0,0.0,19.41,19.41
GST70324,ORD10324,PAY70324,2026-04-09,119.38,0.18,0.0,0.0,21.49,21.49
GST70325,ORD10325,PAY70325,2026-04-09,236.8,0.18,0.0,0.0,42.62,42.62
GST70326,ORD10326,PAY70326,2026-04-09,181.47,0.18,0.0,0.0,32.66,32.66
GST70327,ORD10327,PAY70327,2026-04-09,222.64,0.18,0.0,0.0,40.08,40.08
GST70329,ORD10329,PAY70329,2026-04-09,64.5,0.18,0.0,0.0,11.61,11.61
GST70330,ORD10330,PAY70330,2026-04-09,60.37,0.18,0.0,0.0,10.87,10.87
GST70331,ORD10331,PAY70331,2026-04-10,323.2,0.18,0.0,0.0,58.18,58.18
GST70332,ORD10332,PAY70332,2026-04-10,331.52,0.18,0.0,0.0,59.67,59.67
GST70333,ORD10333,PAY70333,2026-04-10,149.48,0.18,0.0,0.0,26.91,26.91
GST70334,ORD10334,PAY70334,2026-04-10,103.58,0.18,0.0,0.0,18.64,18.64
GST70335,ORD10335,PAY70335,2026-04-10,157.74,0.18,0.0,0.0,28.39,28.39
GST70337,ORD10337,PAY70337,2026-04-08,74.19,0.18,0.0,0.0,13.35,13.35
GST70338,ORD10338,PAY70338,2026-04-08,64.54,0.18,0.0,0.0,11.62,11.62
GST70340,ORD10340,PAY70340,2026-04-08,58.33,0.18,0.0,0.0,10.5,10.5
GST70341,ORD10341,PAY70341,2026-04-10,170.93,0.18,0.0,0.0,30.77,30.77
GST70343,ORD10343,PAY70343,2026-04-10,138.57,0.18,0.0,0.0,24.94,24.94
GST70344,ORD10344,PAY70344,2026-04-10,469.77,0.18,0.0,0.0,84.56,84.56
GST70345,ORD10345,PAY70345,2026-04-10,225.28,0.18,0.0,0.0,40.55,40.55
GST70346,ORD10346,PAY70346,2026-04-10,306.45,0.18,0.0,0.0,55.16,55.16
GST70347,ORD10347,PAY70347,2026-04-10,102.41,0.18,0.0,0.0,18.43,18.43
GST70348,ORD10348,PAY70348,2026-04-09,17.44,0.18,0.0,0.0,3.14,3.14
GST70349,ORD10349,PAY70349,2026-04-09,138.79,0.18,0.0,0.0,24.98,24.98
GST70350,ORD10350,PAY70350,2026-04-09,214.94,0.18,19.34,19.34,0.0,38.69
GST70351,ORD10351,PAY70351,2026-04-09,127.64,0.18,0.0,0.0,22.98,22.98
GST70352,ORD10352,PAY70352,2026-04-09,25.84,0.18,0.0,0.0,4.65,4.65
GST70353,ORD10353,PAY70353,2026-04-09,240.6,0.18,0.0,0.0,43.31,43.31
GST70354,ORD10354,PAY70354,2026-04-09,212.17,0.18,0.0,0.0,38.19,38.19
GST70355,ORD10355,PAY70355,2026-04-09,53.21,0.18,0.0,0.0,9.58,9.58
GST70356,ORD10356,PAY70356,2026-04-09,121.92,0.18,10.97,10.97,0.0,21.95
GST70357,ORD10357,PAY70357,2026-04-09,138.98,0.18,0.0,0.0,25.02,25.02
GST70358,ORD10358,PAY70358,2026-04-09,99.68,0.18,0.0,0.0,17.94,17.94
GST70359,ORD10359,PAY70359,2026-04-09,79.69,0.18,0.0,0.0,14.34,14.34
GST70360,ORD10360,PAY70360,2026-04-09,173.79,0.18,0.0,0.0,31.28,31.28
GST70361,ORD10361,PAY70361,2026-04-09,187.01,0.18,0.0,0.0,33.66,33.66
GST70362,ORD10362,PAY70362,2026-04-09,13.93,0.18,0.0,0.0,2.51,2.51
GST70363,ORD10363,PAY70363,2026-04-09,53.33,0.18,0.0,0.0,9.6,9.6
GST70364,ORD10364,PAY70364,2026-04-10,322.19,0.18,0.0,0.0,57.99,57.99
GST70366,ORD10366,PAY70366,2026-04-10,327.89,0.18,0.0,0.0,59.02,59.02
GST70368,ORD10368,PAY70368,2026-04-10,533.98,0.18,0.0,0.0,96.12,96.12
GST70369,ORD10369,PAY70369,2026-04-10,407.21,0.18,0.0,0.0,73.3,73.3
GST70371,ORD10371,PAY70371,2026-04-10,513.36,0.18,0.0,0.0,92.4,92.4
GST70372,ORD10372,PAY70372,2026-04-10,84.91,0.18,0.0,0.0,15.28,15.28
GST70373,ORD10373,PAY70373,2026-04-09,39.54,0.18,0.0,0.0,7.12,7.12
GST70374,ORD10374,PAY70374,2026-04-09,60.08,0.18,0.0,0.0,10.81,10.81
GST70375,ORD10375,PAY70375,2026-04-09,18.24,0.18,0.0,0.0,3.28,3.28
GST70376,ORD10376,PAY70376,2026-04-09,14.82,0.18,0.0,0.0,2.67,2.67
GST70377,ORD10377,PAY70377,2026-04-09,44.42,0.18,0.0,0.0,8.0,8.0
GST70379,ORD10379,PAY70379,2026-04-09,8.55,0.18,0.0,0.0,1.54,1.54
GST70380,ORD10380,PAY70380,2026-04-09,5.7,0.18,0.0,0.0,1.03,1.03
GST70382,ORD10382,PAY70382,2026-04-10,172.3,0.18,0.0,0.0,31.01,31.01
GST70383,ORD10383,PAY70383,2026-04-10,95.09,0.18,0.0,0.0,17.12,17.12
GST70384,ORD10384,PAY70384,2026-04-10,85.27,0.18,0.0,0.0,15.35,15.35
GST70385,ORD10385,PAY70385,2026-04-11,363.83,0.18,0.0,0.0,65.49,65.49
GST70386,ORD10386,PAY70386,2026-04-11,122.08,0.18,0.0,0.0,21.97,21.97
GST70387,ORD10387,PAY70387,2026-04-11,311.44,0.18,0.0,0.0,56.06,56.06
GST70388,ORD10388,PAY70388,2026-04-09,66.74,0.18,0.0,0.0,12.01,12.01
GST70389,ORD10389,PAY70389,2026-04-09,31.78,0.18,0.0,0.0,5.72,5.72
GST70390,ORD10390,PAY70390,2026-04-09,28.93,0.18,0.0,0.0,5.21,5.21
GST70391,ORD10391,PAY70391,2026-04-09,82.26,0.18,7.41,7.41,0.0,14.81
GST70392,ORD10392,PAY70392,2026-04-11,151.58,0.18,0.0,0.0,27.28,27.28
GST70393,ORD10393,PAY70393,2026-04-11,232.18,0.18,0.0,0.0,41.79,41.79
GST70394,ORD10394,PAY70394,2026-04-11,391.56,0.18,0.0,0.0,70.48,70.48
GST70395,ORD10395,PAY70395,2026-04-11,346.15,0.18,0.0,0.0,62.31,62.31
GST70396,ORD10396,PAY70396,2026-04-11,244.63,0.18,0.0,0.0,44.03,44.03
GST70397,ORD10397,PAY70397,2026-04-11,376.76,0.18,0.0,0.0,67.82,67.82
GST70398,ORD10398,PAY70398,2026-04-11,451.97,0.18,0.0,0.0,81.35,81.35
GST70399,ORD10399,PAY70399,2026-04-11,310.55,0.18,0.0,0.0,55.9,55.9
GST70400,ORD10400,PAY70400,2026-04-10,74.52,0.18,0.0,0.0,13.41,13.41
GST70401,ORD10401,PAY70401,2026-04-10,156.15,0.18,0.0,0.0,28.11,28.11
GST70402,ORD10402,PAY70402,2026-04-10,43.93,0.18,0.0,0.0,7.91,7.91
GST70403,ORD10403,PAY70403,2026-04-10,135.31,0.18,0.0,0.0,24.36,24.36
GST70404,ORD10404,PAY70404,2026-04-10,169.77,0.18,0.0,0.0,30.56,30.56
GST70405,ORD10405,PAY70405,2026-04-10,180.23,0.18,0.0,0.0,32.44,32.44
GST70406,ORD10406,PAY70406,2026-04-10,173.98,0.18,15.66,15.66,0.0,31.32
GST70407,ORD10407,PAY70407,2026-04-10,59.86,0.18,5.38,5.38,0.0,10.77
GST70408,ORD10408,PAY70408,2026-04-10,42.24,0.18,0.0,0.0,7.6,7.6
GST70409,ORD10409,PAY70409,2026-04-10,71.51,0.18,0.0,0.0,12.87,12.87
GST70410,ORD10410,PAY70410,2026-04-10,80.13,0.18,0.0,0.0,14.42,14.42
GST70411,ORD10411,PAY70411,2026-04-10,103.98,0.18,0.0,0.0,18.72,18.72
GST70412,ORD10412,PAY70412,2026-04-10,81.67,0.18,0.0,0.0,14.7,14.7
GST70414,ORD10414,PAY70414,2026-04-10,130.54,0.18,0.0,0.0,23.5,23.5
GST70415,ORD10415,PAY70415,2026-04-10,48.98,0.18,0.0,0.0,8.82,8.82
GST70416,ORD10416,PAY70416,2026-04-11,57.3,0.18,0.0,0.0,10.31,10.31
GST70417,ORD10417,PAY70417,2026-04-11,290.37,0.18,0.0,0.0,52.27,52.27
GST70418,ORD10418,PAY70418,2026-04-11,398.89,0.18,35.9,35.9,0.0,71.8
GST70419,ORD10419,PAY70419,2026-04-11,192.67,0.18,0.0,0.0,34.68,34.68
GST70421,ORD10421,PAY70421,2026-04-10,49.52,0.18,4.46,4.46,0.0,8.91
GST70422,ORD10422,PAY70422,2026-04-10,82.97,0.18,0.0,0.0,14.93,14.93
GST70424,ORD10424,PAY70424,2026-04-10,39.97,0.18,0.0,0.0,7.19,7.19
GST70426,ORD10426,PAY70426,2026-04-10,49.18,0.18,0.0,0.0,8.85,8.85
GST70427,ORD10427,PAY70427,2026-04-10,47.44,0.18,0.0,0.0,8.54,8.54
GST70428,ORD10428,PAY70428,2026-04-11,104.27,0.18,0.0,0.0,18.77,18.77
GST70429,ORD10429,PAY70429,2026-04-11,94.7,0.18,0.0,0.0,17.05,17.05
GST70430,ORD10430,PAY70430,2026-04-11,190.11,0.18,0.0,0.0,34.22,34.22
GST70432,ORD10432,PAY70432,2026-04-11,141.72,0.18,12.76,12.76,0.0,25.51
GST70433,ORD10433,PAY70433,2026-04-11,157.15,0.18,0.0,0.0,28.29,28.29
GST70434,ORD10434,PAY70434,2026-04-11,167.35,0.18,0.0,0.0,30.12,30.12
GST70435,ORD10435,PAY70435,2026-04-12,176.05,0.18,0.0,0.0,31.69,31.69
GST70436,ORD10436,PAY70436,2026-04-12,253.04,0.18,0.0,0.0,45.55,45.55
GST70437,ORD10437,PAY70437,2026-04-12,208.85,0.18,0.0,0.0,37.59,37.59
GST70438,ORD10438,PAY70438,2026-04-12,199.69,0.18,0.0,0.0,35.94,35.94
GST70439,ORD10439,PAY70439,2026-04-12,48.37,0.18,0.0,0.0,8.71,8.71
GST70440,ORD10440,PAY70440,2026-04-12,181.74,0.18,0.0,0.0,32.71,32.71
GST70441,ORD10441,PAY70441,2026-04-12,106.44,0.18,0.0,0.0,19.16,19.16
GST70442,ORD10442,PAY70442,2026-04-10,127.16,0.18,11.45,11.45,0.0,22.89
GST70443,ORD10443,PAY70443,2026-04-10,94.37,0.18,0.0,0.0,16.99,16.99
GST70444,ORD10444,PAY70444,2026-04-10,73.91,0.18,6.65,6.65,0.0,13.3
GST70445,ORD10445,PAY70445,2026-04-12,558.28,0.18,0.0,0.0,100.49,100.49
GST70446,ORD10446,PAY70446,2026-04-12,388.17,0.18,0.0,0.0,69.87,69.87
GST70447,ORD10447,PAY70447,2026-04-12,203.91,0.18,0.0,0.0,36.7,36.7
GST70448,ORD10448,PAY70448,2026-04-12,289.8,0.18,0.0,0.0,52.16,52.16
GST70449,ORD10449,PAY70449,2026-04-12,146.61,0.18,0.0,0.0,26.39,26.39
GST70451,ORD10451,PAY70451,2026-04-12,151.48,0.18,0.0,0.0,27.27,27.27
GST70452,ORD10452,PAY70452,2026-04-12,180.43,0.18,0.0,0.0,32.48,32.48
GST70453,ORD10453,PAY70453,2026-04-12,161.15,0.18,0.0,0.0,29.01,29.01
GST70454,ORD10454,PAY70454,2026-04-12,381.28,0.18,0.0,0.0,68.63,68.63
GST70455,ORD10455,PAY70455,2026-04-11,33.97,0.18,0.0,0.0,6.11,6.11
GST70456,ORD10456,PAY70456,2026-04-11,95.12,0.18,8.56,8.56,0.0,17.12
GST70457,ORD10457,PAY70457,2026-04-11,51.19,0.18,0.0,0.0,9.21,9.21
GST70458,ORD10458,PAY70458,2026-04-11,93.66,0.18,0.0,0.0,16.86,16.86
GST70459,ORD10459,PAY70459,2026-04-11,148.5,0.18,0.0,0.0,26.73,26.73
GST70460,ORD10460,PAY70460,2026-04-11,113.82,0.18,0.0,0.0,20.49,20.49
GST70461,ORD10461,PAY70461,2026-04-11,43.55,0.18,3.92,3.92,0.0,7.84
GST70462,ORD10462,PAY70462,2026-04-11,72.15,0.18,0.0,0.0,12.99,12.99
GST70463,ORD10463,PAY70463,2026-04-11,92.69,0.18,0.0,0.0,16.68,16.68
GST70464,ORD10464,PAY70464,2026-04-11,25.77,0.18,0.0,0.0,4.64,4.64
GST70465,ORD10465,PAY70465,2026-04-12,426.33,0.18,0.0,0.0,76.74,76.74
GST70466,ORD10466,PAY70466,2026-04-12,423.98,0.18,0.0,0.0,76.32,76.32
GST70467,ORD10467,PAY70467,2026-04-12,367.68,0.18,0.0,0.0,66.18,66.18
GST70468,ORD10468,PAY70468,2026-04-12,210.16,0.18,0.0,0.0,37.83,37.83
GST70469,ORD10469,PAY70469,2026-04-12,579.05,0.18,0.0,0.0,104.23,104.23
GST70470,ORD10470,PAY70470,2026-04-12,260.73,0.18,0.0,0.0,46.93,46.93
GST70471,ORD10471,PAY70471,2026-04-11,63.65,0.18,0.0,0.0,11.46,11.46
GST70472,ORD10472,PAY70472,2026-04-11,49.02,0.18,0.0,0.0,8.82,8.82
GST70473,ORD10473,PAY70473,2026-04-11,31.34,0.18,0.0,0.0,5.64,5.64
GST70474,ORD10474,PAY70474,2026-04-11,9.49,0.18,0.0,0.0,1.71,1.71
GST70475,ORD10475,PAY70475,2026-04-12,99.22,0.18,0.0,0.0,17.86,17.86
GST70477,ORD10477,PAY70477,2026-04-12,73.99,0.18,0.0,0.0,13.32,13.32
GST70478,ORD10478,PAY70478,2026-04-12,20.3,0.18,0.0,0.0,3.65,3.65
GST70479,ORD10479,PAY70479,2026-04-12,226.8,0.18,0.0,0.0,40.82,40.82
GST70480,ORD10480,PAY70480,2026-04-12,88.57,0.18,0.0,0.0,15.94,15.94
GST70481,ORD10481,PAY70481,2026-04-12,95.6,0.18,0.0,0.0,17.21,17.21
GST70482,ORD10482,PAY70482,2026-04-12,172.17,0.18,0.0,0.0,30.99,30.99
GST70483,ORD10483,PAY70483,2026-04-12,138.54,0.18,0.0,0.0,24.94,24.94
GST70484,ORD10484,PAY70484,2026-04-13,114.06,0.18,0.0,0.0,20.53,20.53
GST70485,ORD10485,PAY70485,2026-04-13,269.1,0.18,0.0,0.0,48.44,48.44
GST70487,ORD10487,PAY70487,2026-04-11,83.1,0.18,0.0,0.0,14.96,14.96
GST70488,ORD10488,PAY70488,2026-04-11,84.24,0.18,0.0,0.0,15.16,15.16
GST70489,ORD10489,PAY70489,2026-04-11,27.32,0.18,0.0,0.0,4.92,4.92
GST70490,ORD10490,PAY70490,2026-04-11,16.8,0.18,0.0,0.0,3.02,3.02
GST70491,ORD10491,PAY70491,2026-04-11,23.71,0.18,0.0,0.0,4.27,4.27
GST70492,ORD10492,PAY70492,2026-04-11,125.46,0.18,0.0,0.0,22.58,22.58
GST70493,ORD10493,PAY70493,2026-04-13,518.07,0.18,0.0,0.0,93.25,93.25
GST70495,ORD10495,PAY70495,2026-04-13,253.68,0.18,0.0,0.0,45.66,45.66
GST70496,ORD10496,PAY70496,2026-04-13,341.25,0.18,0.0,0.0,61.42,61.42
GST70497,ORD10497,PAY70497,2026-04-13,201.31,0.18,0.0,0.0,36.24,36.24
GST70498,ORD10498,PAY70498,2026-04-13,415.26,0.18,0.0,0.0,74.75,74.75
GST70499,ORD10499,PAY70499,2026-04-12,168.24,0.18,0.0,0.0,30.28,30.28
GST70500,ORD10500,PAY70500,2026-04-12,172.42,0.18,0.0,0.0,31.04,31.04
GST70501,ORD10501,PAY70501,2026-04-12,34.78,0.18,0.0,0.0,6.26,6.26
GST70502,ORD10502,PAY70502,2026-04-12,26.52,0.18,0.0,0.0,4.77,4.77
GST70503,ORD10503,PAY70503,2026-04-12,70.66,0.18,0.0,0.0,12.72,12.72
GST70504,ORD10504,PAY70504,2026-04-12,21.24,0.18,0.0,0.0,3.82,3.82
GST70505,ORD10505,PAY70505,2026-04-12,21.25,0.18,0.0,0.0,3.82,3.82
GST70506,ORD10506,PAY70506,2026-04-12,218.0,0.18,0.0,0.0,39.24,39.24
GST70507,ORD10507,PAY70507,2026-04-12,145.47,0.18,0.0,0.0,26.18,26.18
GST70508,ORD10508,PAY70508,2026-04-12,46.02,0.18,0.0,0.0,8.28,8.28
GST70509,ORD10509,PAY70509,2026-04-12,81.29,0.18,0.0,0.0,14.63,14.63
GST70510,ORD10510,PAY70510,2026-04-13,390.49,0.18,35.15,35.15,0.0,70.29
GST70511,ORD10511,PAY70511,2026-04-13,196.24,0.18,0.0,0.0,35.32,35.32
GST70512,ORD10512,PAY70512,2026-04-13,212.21,0.18,0.0,0.0,38.2,38.2
GST70514,ORD10514,PAY70514,2026-04-13,126.32,0.18,0.0,0.0,22.74,22.74
GST70515,ORD10515,PAY70515,2026-04-13,369.09,0.18,33.22,33.22,0.0,66.44
GST70516,ORD10516,PAY70516,2026-04-13,373.74,0.18,0.0,0.0,67.27,67.27
GST70517,ORD10517,PAY70517,2026-04-13,317.39,0.18,0.0,0.0,57.13,57.13
GST70518,ORD10518,PAY70518,2026-04-13,242.44,0.18,21.82,21.82,0.0,43.64
GST70519,ORD10519,PAY70519,2026-04-13,126.34,0.18,0.0,0.0,22.74,22.74
GST70520,ORD10520,PAY70520,2026-04-12,41.23,0.18,0.0,0.0,7.42,7.42
GST70521,ORD10521,PAY70521,2026-04-12,4.84,0.18,0.0,0.0,0.87,0.87
GST70522,ORD10522,PAY70522,2026-04-12,38.38,0.18,3.46,3.46,0.0,6.91
GST70524,ORD10524,PAY70524,2026-04-13,110.57,0.18,0.0,0.0,19.9,19.9
GST70525,ORD10525,PAY70525,2026-04-13,124.98,0.18,0.0,0.0,22.5,22.5
GST70526,ORD10526,PAY70526,2026-04-13,195.6,0.18,0.0,0.0,35.21,35.21
GST70527,ORD10527,PAY70527,2026-04-13,42.22,0.18,0.0,0.0,7.6,7.6
GST70528,ORD10528,PAY70528,2026-04-13,93.96,0.18,0.0,0.0,16.91,16.91
GST70529,ORD10529,PAY70529,2026-04-13,104.37,0.18,0.0,0.0,18.79,18.79
GST70530,ORD10530,PAY70530,2026-04-14,84.14,0.18,0.0,0.0,15.15,15.15
GST70531,ORD10531,PAY70531,2026-04-14,93.5,0.18,0.0,0.0,16.83,16.83
GST70532,ORD10532,PAY70532,2026-04-14,80.6,0.18,0.0,0.0,14.51,14.51
GST70533,ORD10533,PAY70533,2026-04-14,48.96,0.18,0.0,0.0,8.81,8.81
GST70534,ORD10534,PAY70534,2026-04-14,103.97,0.18,0.0,0.0,18.71,18.71
GST70535,ORD10535,PAY70535,2026-04-14,360.34,0.18,0.0,0.0,64.86,64.86
GST70536,ORD10536,PAY70536,2026-04-14,303.18,0.18,0.0,0.0,54.57,54.57
GST70538,ORD10538,PAY70538,2026-04-12,22.42,0.18,0.0,0.0,4.04,4.04
GST70539,ORD10539,PAY70539,2026-04-12,58.03,0.18,0.0,0.0,10.45,10.45
GST70540,ORD10540,PAY70540,2026-04-12,77.6,0.18,0.0,0.0,13.97,13.97
GST70541,ORD10541,PAY70541,2026-04-12,21.54,0.18,0.0,0.0,3.88,3.88
GST70542,ORD10542,PAY70542,2026-04-14,204.78,0.18,0.0,0.0,36.86,36.86
GST70543,ORD10543,PAY70543,2026-04-14,259.04,0.18,0.0,0.0,46.63,46.63
GST70544,ORD10544,PAY70544,2026-04-14,431.38,0.18,0.0,0.0,77.65,77.65
GST70545,ORD10545,PAY70545,2026-04-14,488.73,0.18,0.0,0.0,87.97,87.97
GST70546,ORD10546,PAY70546,2026-04-14,162.38,0.18,0.0,0.0,29.23,29.23
GST70547,ORD10547,PAY70547,2026-04-14,351.1,0.18,0.0,0.0,63.2,63.2
GST70548,ORD10548,PAY70548,2026-04-14,456.75,0.18,0.0,0.0,82.22,82.22
GST70549,ORD10549,PAY70549,2026-04-13,14.81,0.18,0.0,0.0,2.67,2.67
GST70550,ORD10550,PAY70550,2026-04-13,108.71,0.18,0.0,0.0,19.57,19.57
GST70551,ORD10551,PAY70551,2026-04-13,32.98,0.18,0.0,0.0,5.94,5.94
GST70552,ORD10552,PAY70552,2026-04-13,75.34,0.18,0.0,0.0,13.56,13.56
GST70553,ORD10553,PAY70553,2026-04-13,153.71,0.18,0.0,0.0,27.67,27.67
GST70554,ORD10554,PAY70554,2026-04-13,52.98,0.18,0.0,0.0,9.54,9.54
GST70555,ORD10555,PAY70555,2026-04-13,40.64,0.18,0.0,0.0,7.32,7.32
GST70556,ORD10556,PAY70556,2026-04-13,143.53,0.18,12.92,12.92,0.0,25.84
GST70557,ORD10557,PAY70557,2026-04-13,135.13,0.18,0.0,0.0,24.32,24.32
GST70558,ORD10558,PAY70558,2026-04-13,109.04,0.18,0.0,0.0,19.63,19.63
GST70559,ORD10559,PAY70559,2026-04-13,125.47,0.18,0.0,0.0,22.58,22.58
GST70560,ORD10560,PAY70560,2026-04-13,232.6,0.18,0.0,0.0,41.87,41.87
GST70561,ORD10561,PAY70561,2026-04-13,110.56,0.18,0.0,0.0,19.9,19.9
GST70562,ORD10562,PAY70562,2026-04-13,28.09,0.18,0.0,0.0,5.06,5.06
GST70563,ORD10563,PAY70563,2026-04-13,114.9,0.18,10.34,10.34,0.0,20.68
GST70564,ORD10564,PAY70564,2026-04-14,84.5,0.18,0.0,0.0,15.21,15.21
GST70565,ORD10565,PAY70565,2026-04-14,71.54,0.18,0.0,0.0,12.88,12.88
GST70566,ORD10566,PAY70566,2026-04-14,529.22,0.18,0.0,0.0,95.26,95.26
GST70567,ORD10567,PAY70567,2026-04-14,351.81,0.18,0.0,0.0,63.33,63.33
GST70568,ORD10568,PAY70568,2026-04-13,5.78,0.18,0.0,0.0,1.04,1.04
GST70569,ORD10569,PAY70569,2026-04-13,66.4,0.18,5.97,5.97,0.0,11.95
GST70570,ORD10570,PAY70570,2026-04-13,33.2,0.18,2.99,2.99,0.0,5.98
GST70571,ORD10571,PAY70571,2026-04-13,2.74,0.18,0.0,0.0,0.49,0.49
GST70572,ORD10572,PAY70572,2026-04-14,179.48,0.18,16.16,16.16,0.0,32.31
GST70573,ORD10573,PAY70573,2026-04-14,158.81,0.18,0.0,0.0,28.59,28.59
GST70574,ORD10574,PAY70574,2026-04-14,207.03,0.18,0.0,0.0,37.27,37.27
GST70575,ORD10575,PAY70575,2026-04-14,166.35,0.18,14.97,14.97,0.0,29.94
GST70576,ORD10576,PAY70576,2026-04-14,90.42,0.18,0.0,0.0,16.28,16.28
GST70577,ORD10577,PAY70577,2026-04-14,100.01,0.18,0.0,0.0,18.0,18.0
GST70578,ORD10578,PAY70578,2026-04-14,51.48,0.18,0.0,0.0,9.27,9.27
GST70579,ORD10579,PAY70579,2026-04-14,18.04,0.18,0.0,0.0,3.25,3.25
GST70580,ORD10580,PAY70580,2026-04-14,193.35,0.18,0.0,0.0,34.8,34.8
GST70581,ORD10581,PAY70581,2026-04-14,49.53,0.18,4.46,4.46,0.0,8.92
GST70582,ORD10582,PAY70582,2026-04-15,280.59,0.18,0.0,0.0,50.51,50.51
GST70584,ORD10584,PAY70584,2026-04-15,388.75,0.18,0.0,0.0,69.97,69.97
GST70585,ORD10585,PAY70585,2026-04-15,50.79,0.18,0.0,0.0,9.14,9.14
GST70586,ORD10586,PAY70586,2026-04-13,142.93,0.18,0.0,0.0,25.73,25.73
GST70587,ORD10587,PAY70587,2026-04-13,78.78,0.18,0.0,0.0,14.18,14.18
GST70589,ORD10589,PAY70589,2026-04-13,57.67,0.18,0.0,0.0,10.38,10.38
GST70590,ORD10590,PAY70590,2026-04-13,96.9,0.18,0.0,0.0,17.44,17.44
GST70591,ORD10591,PAY70591,2026-04-13,8.26,0.18,0.0,0.0,1.49,1.49
GST70592,ORD10592,PAY70592,2026-04-13,43.05,0.18,0.0,0.0,7.75,7.75
GST70593,ORD10593,PAY70593,2026-04-13,37.97,0.18,3.42,3.42,0.0,6.83
GST70594,ORD10594,PAY70594,2026-04-13,38.53,0.18,0.0,0.0,6.94,6.94
GST70595,ORD10595,PAY70595,2026-04-13,12.55,0.18,0.0,0.0,2.26,2.26
GST70596,ORD10596,PAY70596,2026-04-15,311.97,0.18,0.0,0.0,56.15,56.15
GST70599,ORD10599,PAY70599,2026-04-15,269.25,0.18,0.0,0.0,48.46,48.46
GST70600,ORD10600,PAY70600,2026-04-15,402.4,0.18,0.0,0.0,72.43,72.43
GST70601,ORD10601,PAY70601,2026-04-15,300.77,0.18,0.0,0.0,54.14,54.14
GST70602,ORD10602,PAY70602,2026-04-15,394.87,0.18,0.0,0.0,71.08,71.08
GST70603,ORD10603,PAY70603,2026-04-15,108.98,0.18,0.0,0.0,19.62,19.62
GST70604,ORD10604,PAY70604,2026-04-14,40.77,0.18,0.0,0.0,7.34,7.34
GST70605,ORD10605,PAY70605,2026-04-14,7.01,0.18,0.0,0.0,1.26,1.26
GST70609,ORD10609,PAY70609,2026-04-14,53.73,0.18,0.0,0.0,9.67,9.67
GST70610,ORD10610,PAY70610,2026-04-14,59.75,0.18,0.0,0.0,10.75,10.75
GST70611,ORD10611,PAY70611,2026-04-14,118.72,0.18,0.0,0.0,21.37,21.37
GST70612,ORD10612,PAY70612,2026-04-14,162.67,0.18,0.0,0.0,29.28,29.28
GST70613,ORD10613,PAY70613,2026-04-14,112.5,0.18,0.0,0.0,20.25,20.25
GST70615,ORD10615,PAY70615,2026-04-14,107.23,0.18,0.0,0.0,19.3,19.3
GST70616,ORD10616,PAY70616,2026-04-14,142.35,0.18,0.0,0.0,25.62,25.62
GST70617,ORD10617,PAY70617,2026-04-14,122.18,0.18,0.0,0.0,21.99,21.99
GST70618,ORD10618,PAY70618,2026-04-14,99.73,0.18,0.0,0.0,17.95,17.95
GST70619,ORD10619,PAY70619,2026-04-14,229.11,0.18,0.0,0.0,41.24,41.24
GST70620,ORD10620,PAY70620,2026-04-14,121.2,0.18,0.0,0.0,21.82,21.82
GST70621,ORD10621,PAY70621,2026-04-14,132.03,0.18,0.0,0.0,23.77,23.77
GST70622,ORD10622,PAY70622,2026-04-14,105.48,0.18,0.0,0.0,18.99,18.99
GST70623,ORD10623,PAY70623,2026-04-15,484.16,0.18,0.0,0.0,87.15,87.15
GST70624,ORD10624,PAY70624,2026-04-15,429.01,0.18,0.0,0.0,77.22,77.22
GST70625,ORD10625,PAY70625,2026-04-15,454.79,0.18,0.0,0.0,81.86,81.86
GST70626,ORD10626,PAY70626,2026-04-15,342.3,0.18,0.0,0.0,61.61,61.61
GST70627,ORD10627,PAY70627,2026-04-15,305.08,0.18,0.0,0.0,54.91,54.91
GST70629,ORD10629,PAY70629,2026-04-15,269.17,0.18,0.0,0.0,48.45,48.45
GST70630,ORD10630,PAY70630,2026-04-14,7.51,0.18,0.0,0.0,1.35,1.35
GST70632,ORD10632,PAY70632,2026-04-14,29.82,0.18,2.69,2.69,0.0,5.37
GST70633,ORD10633,PAY70633,2026-04-14,71.82,0.18,0.0,0.0,12.93,12.93
GST70634,ORD10634,PAY70634,2026-04-15,185.09,0.18,0.0,0.0,33.32,33.32
GST70635,ORD10635,PAY70635,2026-04-15,224.24,0.18,0.0,0.0,40.36,40.36
GST70636,ORD10636,PAY70636,2026-04-15,91.92,0.18,0.0,0.0,16.55,16.55
GST70637,ORD10637,PAY70637,2026-04-15,160.75,0.18,0.0,0.0,28.93,28.93
