fee_id,order_id,payment_id,settlement_date,platform_fee,gateway_fee,total_fee_before_gst,gst_on_fees,total_fee_with_gst
FEE70338,ORD10338,PAY70338,2026-04-08,39.72,24.82,64.54,11.62,76.16
FEE70340,ORD10340,PAY70340,2026-04-08,50.0,8.33,58.33,10.5,68.83
FEE70341,ORD10341,PAY70341,2026-04-10,156.69,14.24,170.93,30.77,201.7
FEE70343,ORD10343,PAY70343,2026-04-10,127.02,11.55,138.57,24.94,163.51
FEE70344,ORD10344,PAY70344,2026-04-10,318.0,151.77,469.77,84.56,554.33
FEE70345,ORD10345,PAY70345,2026-04-10,206.51,18.77,225.28,40.55,265.83
FEE70346,ORD10346,PAY70346,2026-04-10,280.91,25.54,306.45,55.16,361.61
FEE70347,ORD10347,PAY70347,2026-04-10,93.88,8.53,102.41,18.43,120.84
FEE70348,ORD10348,PAY70348,2026-04-09,10.78,6.66,17.44,3.14,20.58
FEE70349,ORD10349,PAY70349,2026-04-09,124.18,14.61,138.79,24.98,163.77
FEE70350,ORD10350,PAY70350,2026-04-09,149.14,65.8,214.94,38.69,253.63
FEE70351,ORD10351,PAY70351,2026-04-09,114.2,13.44,127.64,22.98,150.62
FEE70352,ORD10352,PAY70352,2026-04-09,23.12,2.72,25.84,4.65,30.49
FEE70353,ORD10353,PAY70353,2026-04-09,166.95,73.65,240.6,43.31,283.91
FEE70354,ORD10354,PAY70354,2026-04-09,147.22,64.95,212.17,38.19,250.36
FEE70355,ORD10355,PAY70355,2026-04-09,47.61,5.6,53.21,9.58,62.79
FEE70356,ORD10356,PAY70356,2026-04-09,71.72,50.2,121.92,21.95,143.87
FEE70357,ORD10357,PAY70357,2026-04-09,81.75,57.23,138.98,25.02,164.0
FEE70358,ORD10358,PAY70358,2026-04-09,87.95,11.73,99.68,17.94,117.62
FEE70359,ORD10359,PAY70359,2026-04-09,55.6,24.09,79.69,14.34,94.03
FEE70360,ORD10360,PAY70360,2026-04-09,121.25,52.54,173.79,31.28,205.07
FEE70361,ORD10361,PAY70361,2026-04-09,124.67,62.34,187.01,33.66,220.67
FEE70362,ORD10362,PAY70362,2026-04-09,12.29,1.64,13.93,2.51,16.44
FEE70363,ORD10363,PAY70363,2026-04-09,31.37,21.96,53.33,9.6,62.93
FEE70364,ORD10364,PAY70364,2026-04-10,289.97,32.22,322.19,57.99,380.18
FEE70366,ORD10366,PAY70366,2026-04-10,295.1,32.79,327.89,59.02,386.91
FEE70368,ORD10368,PAY70368,2026-04-10,337.25,196.73,533.98,96.12,630.1
FEE70369,ORD10369,PAY70369,2026-04-10,366.49,40.72,407.21,73.3,480.51
FEE70371,ORD10371,PAY70371,2026-04-10,324.23,189.13,513.36,92.4,605.76
FEE70372,ORD10372,PAY70372,2026-04-10,76.42,8.49,84.91,15.28,100.19
FEE70373,ORD10373,PAY70373,2026-04-09,34.6,4.94,39.54,7.12,46.66
FEE70374,ORD10374,PAY70374,2026-04-09,41.03,19.05,60.08,10.81,70.89
FEE70375,ORD10375,PAY70375,2026-04-09,10.42,7.82,18.24,3.28,21.52
FEE70376,ORD10376,PAY70376,2026-04-09,9.65,5.17,14.82,2.67,17.49
FEE70377,ORD10377,PAY70377,2026-04-09,38.87,5.55,44.42,8.0,52.42
FEE70379,ORD10379,PAY70379,2026-04-09,7.48,1.07,8.55,1.54,10.09
FEE70380,ORD10380,PAY70380,2026-04-09,3.26,2.44,5.7,1.03,6.73
FEE70382,ORD10382,PAY70382,2026-04-10,156.64,15.66,172.3,31.01,203.31
FEE70383,ORD10383,PAY70383,2026-04-10,86.45,8.64,95.09,17.12,112.21
FEE70384,ORD10384,PAY70384,2026-04-10,77.52,7.75,85.27,15.35,100.62
FEE70385,ORD10385,PAY70385,2026-04-11,219.67,144.16,363.83,65.49,429.32
FEE70386,ORD10386,PAY70386,2026-04-11,86.81,35.27,122.08,21.97,144.05
FEE70387,ORD10387,PAY70387,2026-04-11,276.84,34.6,311.44,56.06,367.5
FEE70388,ORD10388,PAY70388,2026-04-09,43.29,23.45,66.74,12.01,78.75
FEE70389,ORD10389,PAY70389,2026-04-09,19.56,12.22,31.78,5.72,37.5
FEE70390,ORD10390,PAY70390,2026-04-09,24.8,4.13,28.93,5.21,34.14
FEE70391,ORD10391,PAY70391,2026-04-09,70.51,11.75,82.26,14.81,97.07
FEE70392,ORD10392,PAY70392,2026-04-11,138.95,12.63,151.58,27.28,178.86
FEE70393,ORD10393,PAY70393,2026-04-11,212.83,19.35,232.18,41.79,273.97
FEE70394,ORD10394,PAY70394,2026-04-11,358.93,32.63,391.56,70.48,462.04
FEE70395,ORD10395,PAY70395,2026-04-11,317.3,28.85,346.15,62.31,408.46
FEE70396,ORD10396,PAY70396,2026-04-11,188.84,55.79,244.63,44.03,288.66
FEE70397,ORD10397,PAY70397,2026-04-11,280.97,95.79,376.76,67.82,444.58
FEE70398,ORD10398,PAY70398,2026-04-11,305.95,146.02,451.97,81.35,533.32
FEE70399,ORD10399,PAY70399,2026-04-11,231.6,78.95,310.55,55.9,366.45
FEE70400,ORD10400,PAY70400,2026-04-10,66.68,7.84,74.52,13.41,87.93
FEE70401,ORD10401,PAY70401,2026-04-10,139.71,16.44,156.15,28.11,184.26
FEE70402,ORD10402,PAY70402,2026-04-10,39.31,4.62,43.93,7.91,51.84
FEE70403,ORD10403,PAY70403,2026-04-10,83.65,51.66,135.31,24.36,159.67
FEE70404,ORD10404,PAY70404,2026-04-10,151.9,17.87,169.77,30.56,200.33
FEE70405,ORD10405,PAY70405,2026-04-10,161.26,18.97,180.23,32.44,212.67
FEE70406,ORD10406,PAY70406,2026-04-10,107.55,66.43,173.98,31.32,205.3
FEE70407,ORD10407,PAY70407,2026-04-10,39.91,19.95,59.86,10.77,70.63
FEE70408,ORD10408,PAY70408,2026-04-10,24.85,17.39,42.24,7.6,49.84
FEE70409,ORD10409,PAY70409,2026-04-10,63.1,8.41,71.51,12.87,84.38
FEE70410,ORD10410,PAY70410,2026-04-10,70.7,9.43,80.13,14.42,94.55
FEE70411,ORD10411,PAY70411,2026-04-10,91.75,12.23,103.98,18.72,122.7
FEE70412,ORD10412,PAY70412,2026-04-10,48.04,33.63,81.67,14.7,96.37
FEE70414,ORD10414,PAY70414,2026-04-10,115.18,15.36,130.54,23.5,154.04
FEE70415,ORD10415,PAY70415,2026-04-10,34.17,14.81,48.98,8.82,57.8
FEE70416,ORD10416,PAY70416,2026-04-11,51.57,5.73,57.3,10.31,67.61
FEE70417,ORD10417,PAY70417,2026-04-11,261.33,29.04,290.37,52.27,342.64
FEE70418,ORD10418,PAY70418,2026-04-11,251.93,146.96,398.89,71.8,470.69
FEE70419,ORD10419,PAY70419,2026-04-11,173.4,19.27,192.67,34.68,227.35
FEE70421,ORD10421,PAY70421,2026-04-10,28.3,21.22,49.52,8.91,58.43
FEE70422,ORD10422,PAY70422,2026-04-10,47.41,35.56,82.97,14.93,97.9
FEE70424,ORD10424,PAY70424,2026-04-10,34.97,5.0,39.97,7.19,47.16
FEE70426,ORD10426,PAY70426,2026-04-10,43.03,6.15,49.18,8.85,58.03
FEE70427,ORD10427,PAY70427,2026-04-10,30.89,16.55,47.44,8.54,55.98
FEE70428,ORD10428,PAY70428,2026-04-11,75.83,28.44,104.27,18.77,123.04
FEE70429,ORD10429,PAY70429,2026-04-11,86.09,8.61,94.7,17.05,111.75
FEE70430,ORD10430,PAY70430,2026-04-11,172.83,17.28,190.11,34.22,224.33
FEE70432,ORD10432,PAY70432,2026-04-11,103.07,38.65,141.72,25.51,167.23
FEE70433,ORD10433,PAY70433,2026-04-11,142.86,14.29,157.15,28.29,185.44
FEE70434,ORD10434,PAY70434,2026-04-11,152.14,15.21,167.35,30.12,197.47
FEE70435,ORD10435,PAY70435,2026-04-12,106.29,69.76,176.05,31.69,207.74
FEE70436,ORD10436,PAY70436,2026-04-12,224.92,28.12,253.04,45.55,298.59
FEE70437,ORD10437,PAY70437,2026-04-12,126.1,82.75,208.85,37.59,246.44
FEE70438,ORD10438,PAY70438,2026-04-12,177.5,22.19,199.69,35.94,235.63
FEE70439,ORD10439,PAY70439,2026-04-12,43.0,5.37,48.37,8.71,57.08
FEE70440,ORD10440,PAY70440,2026-04-12,161.55,20.19,181.74,32.71,214.45
FEE70441,ORD10441,PAY70441,2026-04-12,94.61,11.83,106.44,19.16,125.6
FEE70442,ORD10442,PAY70442,2026-04-10,67.82,59.34,127.16,22.89,150.05
FEE70443,ORD10443,PAY70443,2026-04-10,50.33,44.04,94.37,16.99,111.36
FEE70444,ORD10444,PAY70444,2026-04-10,63.35,10.56,73.91,13.3,87.21
FEE70445,ORD10445,PAY70445,2026-04-12,377.91,180.37,558.28,100.49,658.77
FEE70446,ORD10446,PAY70446,2026-04-12,355.82,32.35,388.17,69.87,458.04
FEE70447,ORD10447,PAY70447,2026-04-12,152.07,51.84,203.91,36.7,240.61
FEE70448,ORD10448,PAY70448,2026-04-12,265.65,24.15,289.8,52.16,341.96
FEE70449,ORD10449,PAY70449,2026-04-12,134.39,12.22,146.61,26.39,173.0
FEE70451,ORD10451,PAY70451,2026-04-12,116.93,34.55,151.48,27.27,178.75
FEE70452,ORD10452,PAY70452,2026-04-12,139.28,41.15,180.43,32.48,212.91
FEE70453,ORD10453,PAY70453,2026-04-12,109.09,52.06,161.15,29.01,190.16
FEE70454,ORD10454,PAY70454,2026-04-12,349.51,31.77,381.28,68.63,449.91
FEE70455,ORD10455,PAY70455,2026-04-11,30.39,3.58,33.97,6.11,40.08
FEE70456,ORD10456,PAY70456,2026-04-11,85.11,10.01,95.12,17.12,112.24
FEE70457,ORD10457,PAY70457,2026-04-11,45.8,5.39,51.19,9.21,60.4
FEE70458,ORD10458,PAY70458,2026-04-11,57.9,35.76,93.66,16.86,110.52
FEE70459,ORD10459,PAY70459,2026-04-11,132.87,15.63,148.5,26.73,175.23
FEE70460,ORD10460,PAY70460,2026-04-11,100.43,13.39,113.82,20.49,134.31
FEE70461,ORD10461,PAY70461,2026-04-11,38.43,5.12,43.55,7.84,51.39
FEE70462,ORD10462,PAY70462,2026-04-11,42.44,29.71,72.15,12.99,85.14
FEE70463,ORD10463,PAY70463,2026-04-11,61.79,30.9,92.69,16.68,109.37
FEE70464,ORD10464,PAY70464,2026-04-11,22.74,3.03,25.77,4.64,30.41
FEE70465,ORD10465,PAY70465,2026-04-12,300.94,125.39,426.33,76.74,503.07
FEE70466,ORD10466,PAY70466,2026-04-12,267.78,156.2,423.98,76.32,500.3
FEE70467,ORD10467,PAY70467,2026-04-12,330.91,36.77,367.68,66.18,433.86
FEE70468,ORD10468,PAY70468,2026-04-12,189.14,21.02,210.16,37.83,247.99
FEE70469,ORD10469,PAY70469,2026-04-12,365.72,213.33,579.05,104.23,683.28
FEE70470,ORD10470,PAY70470,2026-04-12,234.66,26.07,260.73,46.93,307.66
FEE70471,ORD10471,PAY70471,2026-04-11,36.37,27.28,63.65,11.46,75.11
FEE70472,ORD10472,PAY70472,2026-04-11,42.89,6.13,49.02,8.82,57.84
FEE70473,ORD10473,PAY70473,2026-04-11,27.42,3.92,31.34,5.64,36.98
FEE70474,ORD10474,PAY70474,2026-04-11,8.3,1.19,9.49,1.71,11.2
FEE70475,ORD10475,PAY70475,2026-04-12,90.2,9.02,99.22,17.86,117.08
FEE70477,ORD10477,PAY70477,2026-04-12,67.26,6.73,73.99,13.32,87.31
FEE70478,ORD10478,PAY70478,2026-04-12,14.76,5.54,20.3,3.65,23.95
FEE70479,ORD10479,PAY70479,2026-04-12,171.17,55.63,226.8,40.82,267.62
FEE70480,ORD10480,PAY70480,2026-04-12,64.41,24.16,88.57,15.94,104.51
FEE70481,ORD10481,PAY70481,2026-04-12,72.15,23.45,95.6,17.21,112.81
FEE70482,ORD10482,PAY70482,2026-04-12,156.52,15.65,172.17,30.99,203.16
FEE70483,ORD10483,PAY70483,2026-04-12,90.85,47.69,138.54,24.94,163.48
FEE70484,ORD10484,PAY70484,2026-04-13,101.39,12.67,114.06,20.53,134.59
FEE70485,ORD10485,PAY70485,2026-04-13,183.22,85.88,269.1,48.44,317.54
FEE70487,ORD10487,PAY70487,2026-04-11,71.23,11.87,83.1,14.96,98.06
FEE70488,ORD10488,PAY70488,2026-04-11,54.64,29.6,84.24,15.16,99.4
FEE70489,ORD10489,PAY70489,2026-04-11,16.81,10.51,27.32,4.92,32.24
FEE70490,ORD10490,PAY70490,2026-04-11,14.4,2.4,16.8,3.02,19.82
FEE70491,ORD10491,PAY70491,2026-04-11,20.32,3.39,23.71,4.27,27.98
FEE70492,ORD10492,PAY70492,2026-04-11,66.91,58.55,125.46,22.58,148.04
FEE70493,ORD10493,PAY70493,2026-04-13,350.69,167.38,518.07,93.25,611.32
FEE70495,ORD10495,PAY70495,2026-04-13,232.54,21.14,253.68,45.66,299.34
FEE70496,ORD10496,PAY70496,2026-04-13,231.0,110.25,341.25,61.42,402.67
FEE70497,ORD10497,PAY70497,2026-04-13,155.4,45.91,201.31,36.24,237.55
FEE70498,ORD10498,PAY70498,2026-04-13,320.55,94.71,415.26,74.75,490.01
FEE70499,ORD10499,PAY70499,2026-04-12,150.53,17.71,168.24,30.28,198.52
FEE70500,ORD10500,PAY70500,2026-04-12,124.73,47.69,172.42,31.04,203.46
FEE70501,ORD10501,PAY70501,2026-04-12,31.12,3.66,34.78,6.26,41.04
FEE70502,ORD10502,PAY70502,2026-04-12,23.73,2.79,26.52,4.77,31.29
FEE70503,ORD10503,PAY70503,2026-04-12,43.68,26.98,70.66,12.72,83.38
FEE70504,ORD10504,PAY70504,2026-04-12,18.74,2.5,21.24,3.82,25.06
FEE70505,ORD10505,PAY70505,2026-04-12,18.75,2.5,21.25,3.82,25.07
FEE70506,ORD10506,PAY70506,2026-04-12,145.33,72.67,218.0,39.24,257.24
FEE70507,ORD10507,PAY70507,2026-04-12,128.36,17.11,145.47,26.18,171.65
FEE70508,ORD10508,PAY70508,2026-04-12,27.07,18.95,46.02,8.28,54.3
FEE70509,ORD10509,PAY70509,2026-04-12,47.82,33.47,81.29,14.63,95.92
FEE70510,ORD10510,PAY70510,2026-04-13,286.89,103.6,390.49,70.29,460.78
FEE70511,ORD10511,PAY70511,2026-04-13,176.62,19.62,196.24,35.32,231.56
FEE70512,ORD10512,PAY70512,2026-04-13,134.03,78.18,212.21,38.2,250.41
FEE70514,ORD10514,PAY70514,2026-04-13,79.78,46.54,126.32,22.74,149.06
FEE70515,ORD10515,PAY70515,2026-04-13,233.11,135.98,369.09,66.44,435.53
FEE70516,ORD10516,PAY70516,2026-04-13,336.37,37.37,373.74,67.27,441.01
FEE70517,ORD10517,PAY70517,2026-04-13,285.65,31.74,317.39,57.13,374.52
FEE70518,ORD10518,PAY70518,2026-04-13,218.2,24.24,242.44,43.64,286.08
FEE70519,ORD10519,PAY70519,2026-04-13,92.82,33.52,126.34,22.74,149.08
FEE70520,ORD10520,PAY70520,2026-04-12,36.08,5.15,41.23,7.42,48.65
FEE70521,ORD10521,PAY70521,2026-04-12,3.15,1.69,4.84,0.87,5.71
FEE70522,ORD10522,PAY70522,2026-04-12,33.58,4.8,38.38,6.91,45.29
FEE70524,ORD10524,PAY70524,2026-04-13,100.52,10.05,110.57,19.9,130.47
FEE70525,ORD10525,PAY70525,2026-04-13,113.62,11.36,124.98,22.5,147.48
FEE70526,ORD10526,PAY70526,2026-04-13,147.62,47.98,195.6,35.21,230.81
FEE70527,ORD10527,PAY70527,2026-04-13,31.86,10.36,42.22,7.6,49.82
FEE70528,ORD10528,PAY70528,2026-04-13,85.42,8.54,93.96,16.91,110.87
FEE70529,ORD10529,PAY70529,2026-04-13,94.88,9.49,104.37,18.79,123.16
FEE70530,ORD10530,PAY70530,2026-04-14,74.79,9.35,84.14,15.15,99.29
FEE70531,ORD10531,PAY70531,2026-04-14,56.45,37.05,93.5,16.83,110.33
FEE70532,ORD10532,PAY70532,2026-04-14,57.32,23.28,80.6,14.51,95.11
FEE70533,ORD10533,PAY70533,2026-04-14,33.33,15.63,48.96,8.81,57.77
FEE70534,ORD10534,PAY70534,2026-04-14,62.77,41.2,103.97,18.71,122.68
FEE70535,ORD10535,PAY70535,2026-04-14,245.34,115.0,360.34,64.86,425.2
FEE70536,ORD10536,PAY70536,2026-04-14,183.05,120.13,303.18,54.57,357.75
FEE70538,ORD10538,PAY70538,2026-04-12,13.8,8.62,22.42,4.04,26.46
FEE70539,ORD10539,PAY70539,2026-04-12,49.74,8.29,58.03,10.45,68.48
FEE70540,ORD10540,PAY70540,2026-04-12,66.51,11.09,77.6,13.97,91.57
FEE70541,ORD10541,PAY70541,2026-04-12,11.49,10.05,21.54,3.88,25.42
FEE70542,ORD10542,PAY70542,2026-04-14,138.62,66.16,204.78,36.86,241.64
FEE70543,ORD10543,PAY70543,2026-04-14,237.45,21.59,259.04,46.63,305.67
FEE70544,ORD10544,PAY70544,2026-04-14,292.01,139.37,431.38,77.65,509.03
FEE70545,ORD10545,PAY70545,2026-04-14,330.83,157.9,488.73,87.97,576.7
FEE70546,ORD10546,PAY70546,2026-04-14,148.85,13.53,162.38,29.23,191.61
FEE70547,ORD10547,PAY70547,2026-04-14,321.84,29.26,351.1,63.2,414.3
FEE70548,ORD10548,PAY70548,2026-04-14,340.63,116.12,456.75,82.22,538.97
FEE70549,ORD10549,PAY70549,2026-04-13,13.25,1.56,14.81,2.67,17.48
FEE70550,ORD10550,PAY70550,2026-04-13,67.2,41.51,108.71,19.57,128.28
FEE70551,ORD10551,PAY70551,2026-04-13,20.39,12.59,32.98,5.94,38.92
FEE70552,ORD10552,PAY70552,2026-04-13,46.57,28.77,75.34,13.56,88.9
FEE70553,ORD10553,PAY70553,2026-04-13,95.02,58.69,153.71,27.67,181.38
FEE70554,ORD10554,PAY70554,2026-04-13,46.75,6.23,52.98,9.54,62.52
FEE70555,ORD10555,PAY70555,2026-04-13,23.91,16.73,40.64,7.32,47.96
FEE70556,ORD10556,PAY70556,2026-04-13,100.14,43.39,143.53,25.84,169.37
FEE70557,ORD10557,PAY70557,2026-04-13,119.23,15.9,135.13,24.32,159.45
FEE70558,ORD10558,PAY70558,2026-04-13,96.21,12.83,109.04,19.63,128.67
FEE70559,ORD10559,PAY70559,2026-04-13,110.71,14.76,125.47,22.58,148.05
FEE70560,ORD10560,PAY70560,2026-04-13,136.82,95.78,232.6,41.87,274.47
FEE70561,ORD10561,PAY70561,2026-04-13,65.04,45.52,110.56,19.9,130.46
FEE70562,ORD10562,PAY70562,2026-04-13,19.6,8.49,28.09,5.06,33.15
FEE70563,ORD10563,PAY70563,2026-04-13,101.38,13.52,114.9,20.68,135.58
FEE70564,ORD10564,PAY70564,2026-04-14,53.37,31.13,84.5,15.21,99.71
FEE70565,ORD10565,PAY70565,2026-04-14,45.18,26.36,71.54,12.88,84.42
FEE70566,ORD10566,PAY70566,2026-04-14,373.57,155.65,529.22,95.26,624.48
FEE70567,ORD10567,PAY70567,2026-04-14,258.47,93.34,351.81,63.33,415.14
FEE70568,ORD10568,PAY70568,2026-04-13,5.06,0.72,5.78,1.04,6.82
FEE70569,ORD10569,PAY70569,2026-04-13,37.94,28.46,66.4,11.95,78.35
FEE70570,ORD10570,PAY70570,2026-04-13,22.67,10.53,33.2,5.98,39.18
FEE70571,ORD10571,PAY70571,2026-04-13,2.4,0.34,2.74,0.49,3.23
FEE70572,ORD10572,PAY70572,2026-04-14,117.69,61.79,179.48,32.31,211.79
FEE70573,ORD10573,PAY70573,2026-04-14,115.5,43.31,158.81,28.59,187.4
FEE70574,ORD10574,PAY70574,2026-04-14,156.25,50.78,207.03,37.27,244.3
FEE70575,ORD10575,PAY70575,2026-04-14,125.55,40.8,166.35,29.94,196.29
FEE70576,ORD10576,PAY70576,2026-04-14,82.2,8.22,90.42,16.28,106.7
FEE70577,ORD10577,PAY70577,2026-04-14,90.92,9.09,100.01,18.0,118.01
FEE70578,ORD10578,PAY70578,2026-04-14,46.8,4.68,51.48,9.27,60.75
FEE70579,ORD10579,PAY70579,2026-04-14,16.4,1.64,18.04,3.25,21.29
FEE70580,ORD10580,PAY70580,2026-04-14,175.77,17.58,193.35,34.8,228.15
FEE70581,ORD10581,PAY70581,2026-04-14,45.03,4.5,49.53,8.92,58.45
FEE70582,ORD10582,PAY70582,2026-04-15,249.41,31.18,280.59,50.51,331.1
FEE70584,ORD10584,PAY70584,2026-04-15,234.72,154.03,388.75,69.97,458.72
FEE70585,ORD10585,PAY70585,2026-04-15,45.15,5.64,50.79,9.14,59.93
FEE70586,ORD10586,PAY70586,2026-04-13,76.23,66.7,142.93,25.73,168.66
FEE70587,ORD10587,PAY70587,2026-04-13,67.53,11.25,78.78,14.18,92.96
FEE70589,ORD10589,PAY70589,2026-04-13,49.43,8.24,57.67,10.38,68.05
FEE70590,ORD10590,PAY70590,2026-04-13,51.68,45.22,96.9,17.44,114.34
FEE70591,ORD10591,PAY70591,2026-04-13,7.08,1.18,8.26,1.49,9.75
FEE70592,ORD10592,PAY70592,2026-04-13,36.9,6.15,43.05,7.75,50.8
FEE70593,ORD10593,PAY70593,2026-04-13,24.63,13.34,37.97,6.83,44.8
FEE70594,ORD10594,PAY70594,2026-04-13,24.99,13.54,38.53,6.94,45.47
FEE70595,ORD10595,PAY70595,2026-04-13,7.72,4.83,12.55,2.26,14.81
FEE70596,ORD10596,PAY70596,2026-04-15,211.18,100.79,311.97,56.15,368.12
FEE70599,ORD10599,PAY70599,2026-04-15,246.81,22.44,269.25,48.46,317.71
FEE70600,ORD10600,PAY70600,2026-04-15,368.87,33.53,402.4,72.43,474.83
FEE70601,ORD10601,PAY70601,2026-04-15,275.71,25.06,300.77,54.14,354.91
FEE70602,ORD10602,PAY70602,2026-04-15,361.96,32.91,394.87,71.08,465.95
FEE70603,ORD10603,PAY70603,2026-04-15,73.77,35.21,108.98,19.62,128.6
FEE70604,ORD10604,PAY70604,2026-04-14,36.48,4.29,40.77,7.34,48.11
FEE70605,ORD10605,PAY70605,2026-04-14,6.27,0.74,7.01,1.26,8.27
FEE70609,ORD10609,PAY70609,2026-04-14,37.28,16.45,53.73,9.67,63.4
FEE70610,ORD10610,PAY70610,2026-04-14,41.46,18.29,59.75,10.75,70.5
FEE70611,ORD10611,PAY70611,2026-04-14,73.39,45.33,118.72,21.37,140.09
FEE70612,ORD10612,PAY70612,2026-04-14,100.56,62.11,162.67,29.28,191.95
FEE70613,ORD10613,PAY70613,2026-04-14,100.66,11.84,112.5,20.25,132.75
FEE70615,ORD10615,PAY70615,2026-04-14,94.61,12.62,107.23,19.3,126.53
FEE70616,ORD10616,PAY70616,2026-04-14,125.6,16.75,142.35,25.62,167.97
FEE70617,ORD10617,PAY70617,2026-04-14,81.45,40.73,122.18,21.99,144.17
FEE70618,ORD10618,PAY70618,2026-04-14,69.58,30.15,99.73,17.95,117.68
FEE70619,ORD10619,PAY70619,2026-04-14,134.77,94.34,229.11,41.24,270.35
FEE70620,ORD10620,PAY70620,2026-04-14,106.94,14.26,121.2,21.82,143.02
FEE70621,ORD10621,PAY70621,2026-04-14,116.5,15.53,132.03,23.77,155.8
FEE70622,ORD10622,PAY70622,2026-04-14,93.07,12.41,105.48,18.99,124.47
FEE70623,ORD10623,PAY70623,2026-04-15,341.76,142.4,484.16,87.15,571.31
FEE70624,ORD10624,PAY70624,2026-04-15,386.11,42.9,429.01,77.22,506.23
FEE70625,ORD10625,PAY70625,2026-04-15,334.13,120.66,454.79,81.86,536.65
FEE70626,ORD10626,PAY70626,2026-04-15,216.19,126.11,342.3,61.61,403.91
FEE70627,ORD10627,PAY70627,2026-04-15,192.68,112.4,305.08,54.91,359.99
FEE70629,ORD10629,PAY70629,2026-04-15,170.0,99.17,269.17,48.45,317.62
FEE70630,ORD10630,PAY70630,2026-04-14,5.13,2.38,7.51,1.35,8.86
FEE70632,ORD10632,PAY70632,2026-04-14,26.09,3.73,29.82,5.37,35.19
FEE70633,ORD10633,PAY70633,2026-04-14,41.04,30.78,71.82,12.93,84.75
FEE70634,ORD10634,PAY70634,2026-04-15,121.37,63.72,185.09,33.32,218.41
FEE70635,ORD10635,PAY70635,2026-04-15,147.04,77.2,224.24,40.36,264.6
FEE70636,ORD10636,PAY70636,2026-04-15,83.56,8.36,91.92,16.55,108.47
FEE70637,ORD10637,PAY70637,2026-04-15,105.41,55.34,160.75,28.93,189.68
FEE70638,ORD10638,PAY70638,2026-04-15,52.57,27.6,80.17,14.43,94.6
FEE70639,ORD10639,PAY70639,2026-04-15,67.36,25.26,92.62,16.67,109.29
FEE70640,ORD10640,PAY70640,2026-04-15,121.39,12.14,133.53,24.04,157.57
FEE70641,ORD10641,PAY70641,2026-04-16,137.05,64.24,201.29,36.23,237.52
FEE70642,ORD10642,PAY70642,2026-04-16,36.0,23.63,59.63,10.73,70.36
FEE70643,ORD10643,PAY70643,2026-04-16,185.92,75.53,261.45,47.06,308.51
FEE70644,ORD10644,PAY70644,2026-04-16,182.87,74.29,257.16,46.29,303.45
FEE70645,ORD10645,PAY70645,2026-04-16,105.24,13.15,118.39,21.31,139.7
FEE70646,ORD10646,PAY70646,2026-04-14,53.37,46.7,100.07,18.01,118.08
FEE70647,ORD10647,PAY70647,2026-04-14,73.1,63.96,137.06,24.67,161.73
FEE70648,ORD10648,PAY70648,2026-04-14,66.31,11.05,77.36,13.92,91.28
FEE70649,ORD10649,PAY70649,2026-04-14,54.51,9.09,63.6,11.45,75.05
FEE70650,ORD10650,PAY70650,2026-04-14,13.23,2.21,15.44,2.78,18.22
FEE70651,ORD10651,PAY70651,2026-04-14,7.15,3.87,11.02,1.98,13.0
FEE70652,ORD10652,PAY70652,2026-04-16,190.34,64.89,255.23,45.94,301.17
FEE70653,ORD10653,PAY70653,2026-04-16,224.29,20.39,244.68,44.04,288.72
FEE70654,ORD10654,PAY70654,2026-04-16,129.34,11.76,141.1,25.4,166.5
FEE70655,ORD10655,PAY70655,2026-04-16,293.57,26.69,320.26,57.65,377.91
FEE70657,ORD10657,PAY70657,2026-04-16,141.27,12.84,154.11,27.74,181.85
FEE70658,ORD10658,PAY70658,2026-04-16,371.28,109.7,480.98,86.58,567.56
FEE70659,ORD10659,PAY70659,2026-04-16,324.16,29.47,353.63,63.65,417.28
FEE70660,ORD10660,PAY70660,2026-04-15,140.89,87.02,227.91,41.02,268.93
FEE70661,ORD10661,PAY70661,2026-04-15,130.55,80.63,211.18,38.01,249.19
FEE70662,ORD10662,PAY70662,2026-04-15,22.62,2.66,25.28,4.55,29.83
FEE70663,ORD10663,PAY70663,2026-04-15,47.46,29.31,76.77,13.82,90.59
FEE70664,ORD10664,PAY70664,2026-04-15,7.69,0.9,8.59,1.55,10.14
FEE70665,ORD10665,PAY70665,2026-04-15,70.72,8.32,79.04,14.23,93.27
FEE70666,ORD10666,PAY70666,2026-04-15,132.43,50.64,183.07,32.95,216.02
FEE70667,ORD10667,PAY70667,2026-04-15,67.58,7.95,75.53,13.6,89.13
FEE70668,ORD10668,PAY70668,2026-04-15,52.03,6.94,58.97,10.61,69.58
FEE70669,ORD10669,PAY70669,2026-04-15,132.24,57.31,189.55,34.12,223.67
FEE70670,ORD10670,PAY70670,2026-04-15,19.18,8.31,27.49,4.95,32.44
FEE70671,ORD10671,PAY70671,2026-04-15,12.72,8.91,21.63,3.89,25.52
FEE70672,ORD10672,PAY70672,2026-04-15,35.43,24.8,60.23,10.84,71.07
FEE70673,ORD10673,PAY70673,2026-04-16,38.13,4.24,42.37,7.63,50.0
FEE70674,ORD10674,PAY70674,2026-04-16,215.15,23.91,239.06,43.03,282.09
FEE70675,ORD10675,PAY70675,2026-04-16,92.33,10.26,102.59,18.47,121.06
FEE70676,ORD10676,PAY70676,2026-04-16,36.87,4.1,40.97,7.37,48.34
