merchant_id,settlement_date,merchant_name,category,settlement_tplus_days,gross_captured_amount,captured_transaction_count,refund_adjustment_amount,refund_count,chargeback_amount,chargeback_count,platform_fee,gateway_fee,gst_on_fees,failed_payment_count,failed_payment_amount,settlement_id,actual_settlement_amount,settlement_status,processor_adjustment_code,processor_note,payout_status,bank_reference,expected_settlement_amount,variance_amount,absolute_variance,exception_flag,exception_type,risk_priority,investigation_memo
M007,2026-04-24,HomeEase Services,Home Services,2,24403.37,5.0,6547.18,1.0,0.0,0.0,414.86,146.0,100.94,1.0,6203.02,SET50251,17192.83,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR806664889218,17194.39,-1.56,1.56,False,Matched,Normal,"HomeEase Services settlement for 2026-04-24 matched within tolerance. Expected INR 17,194.39 and received INR 17,192.83."
M001,2026-04-19,Apex Electronics,Electronics,2,122450.49,8.0,0.0,0.0,0.0,0.0,2204.1,902.73,559.24,2.0,7526.89,SET50017,118785.97,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR951347350277,118784.42,1.55,1.55,False,Matched,Normal,"Apex Electronics settlement for 2026-04-19 matched within tolerance. Expected INR 118,784.42 and received INR 118,785.97."
M008,2026-05-04,FinEdge SaaS,SaaS,2,11905.36,3.0,0.0,0.0,0.0,0.0,178.58,108.24,51.63,0.0,0.0,SET50299,11568.46,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR353607534293,11566.91,1.55,1.55,False,Matched,Normal,"FinEdge SaaS settlement for 2026-05-04 matched within tolerance. Expected INR 11,566.91 and received INR 11,568.46."
M003,2026-04-12,UrbanStyle Apparel,Apparel,2,36366.12,8.0,0.0,0.0,0.0,0.0,727.32,187.87,164.73,1.0,7069.08,SET50085,35284.66,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR150516046922,35286.2,-1.54,1.54,False,Matched,Normal,"UrbanStyle Apparel settlement for 2026-04-12 matched within tolerance. Expected INR 35,286.20 and received INR 35,284.66."
M005,2026-05-02,MediQuick Pharmacy,Healthcare,1,30657.6,10.0,4125.42,2.0,0.0,0.0,367.9,236.13,108.71,0.0,0.0,SET50183,25820.98,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR192525350668,25819.44,1.54,1.54,False,Matched,Normal,"MediQuick Pharmacy settlement for 2026-05-02 matched within tolerance. Expected INR 25,819.44 and received INR 25,820.98."
M004,2026-04-28,SkillBridge Learning,EdTech,3,26916.08,3.0,0.0,0.0,0.0,0.0,430.66,267.52,125.67,0.0,0.0,SET50138,26093.76,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR953537335943,26092.23,1.53,1.53,False,Matched,Normal,"SkillBridge Learning settlement for 2026-04-28 matched within tolerance. Expected INR 26,092.23 and received INR 26,093.76."
M001,2026-04-18,Apex Electronics,Electronics,2,30209.56,3.0,0.0,0.0,0.0,0.0,543.78,60.43,108.76,0.0,0.0,SET50016,29495.08,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR113522692301,29496.59,-1.51,1.51,False,Matched,Normal,"Apex Electronics settlement for 2026-04-18 matched within tolerance. Expected INR 29,496.59 and received INR 29,495.08."
M002,2026-04-11,FreshBasket Foods,Grocery,1,8213.51,4.0,0.0,0.0,132.03,1.0,114.98,38.52,27.63,0.0,0.0,SET50047,7898.85,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR229529941029,7900.35,-1.5,1.5,False,Matched,Normal,"FreshBasket Foods settlement for 2026-04-11 matched within tolerance. Expected INR 7,900.35 and received INR 7,898.85."
M003,2026-04-16,UrbanStyle Apparel,Apparel,2,26853.83,9.0,4340.13,2.0,0.0,0.0,537.08,154.8,124.52,0.0,0.0,SET50089,21695.8,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR142993312597,21697.3,-1.5,1.5,False,Matched,Normal,"UrbanStyle Apparel settlement for 2026-04-16 matched within tolerance. Expected INR 21,697.30 and received INR 21,695.80."
M006,2026-05-03,TravelNest,Travel,3,97488.51,10.0,6620.1,2.0,0.0,0.0,2144.75,634.06,500.18,0.0,0.0,SET50222,87590.92,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR123235005730,87589.42,1.5,1.5,False,Matched,Normal,"TravelNest settlement for 2026-05-03 matched within tolerance. Expected INR 87,589.42 and received INR 87,590.92."
M003,2026-04-08,UrbanStyle Apparel,Apparel,2,19703.2,5.0,0.0,0.0,0.0,0.0,394.06,131.25,94.55,1.0,2292.06,SET50081,19081.85,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR836911674500,19083.34,-1.49,1.49,False,Matched,Normal,"UrbanStyle Apparel settlement for 2026-04-08 matched within tolerance. Expected INR 19,083.34 and received INR 19,081.85."
M004,2026-05-05,SkillBridge Learning,EdTech,3,60626.49,8.0,0.0,0.0,0.0,0.0,970.02,265.7,222.43,2.0,16386.11,SET50145,59169.83,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR268276297756,59168.34,1.49,1.49,False,Matched,Normal,"SkillBridge Learning settlement for 2026-05-05 matched within tolerance. Expected INR 59,168.34 and received INR 59,169.83."
M004,2026-04-26,SkillBridge Learning,EdTech,3,38272.09,3.0,0.0,0.0,0.0,0.0,612.36,306.0,165.31,0.0,0.0,SET50136,37186.95,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR511806103099,37188.42,-1.47,1.47,False,Matched,Normal,"SkillBridge Learning settlement for 2026-04-26 matched within tolerance. Expected INR 37,188.42 and received INR 37,186.95."
M008,2026-05-06,FinEdge SaaS,SaaS,2,8594.95,3.0,0.0,0.0,0.0,0.0,128.92,33.48,29.23,0.0,0.0,SET50301,8401.85,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR629970594608,8403.32,-1.47,1.47,False,Matched,Normal,"FinEdge SaaS settlement for 2026-05-06 matched within tolerance. Expected INR 8,403.32 and received INR 8,401.85."
M004,2026-04-12,SkillBridge Learning,EdTech,3,58374.04,7.0,0.0,0.0,0.0,0.0,933.97,240.21,211.35,0.0,0.0,SET50122,56987.05,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR336686229378,56988.51,-1.46,1.46,False,Matched,Normal,"SkillBridge Learning settlement for 2026-04-12 matched within tolerance. Expected INR 56,988.51 and received INR 56,987.05."
M006,2026-04-29,TravelNest,Travel,3,90876.02,9.0,0.0,0.0,0.0,0.0,1999.27,597.51,467.42,1.0,15274.11,SET50218,87813.27,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR549942283222,87811.82,1.45,1.45,False,Matched,Normal,"TravelNest settlement for 2026-04-29 matched within tolerance. Expected INR 87,811.82 and received INR 87,813.27."
M008,2026-05-19,FinEdge SaaS,SaaS,2,0.0,0.0,1344.79,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SET50307,-1346.24,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR296572571748,-1344.79,-1.45,1.45,False,Matched,Normal,"FinEdge SaaS settlement for 2026-05-19 matched within tolerance. Expected INR -1,344.79 and received INR -1,346.24."
M003,2026-04-20,UrbanStyle Apparel,Apparel,2,12347.45,5.0,0.0,0.0,0.0,0.0,246.96,61.11,55.45,0.0,0.0,SET50093,11982.5,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR246486886567,11983.93,-1.43,1.43,False,Matched,Normal,"UrbanStyle Apparel settlement for 2026-04-20 matched within tolerance. Expected INR 11,983.93 and received INR 11,982.50."
M003,2026-04-22,UrbanStyle Apparel,Apparel,2,35676.42,7.0,603.88,1.0,0.0,0.0,713.53,143.43,154.25,0.0,0.0,SET50095,34062.76,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR875365141707,34061.33,1.43,1.43,False,Matched,Normal,"UrbanStyle Apparel settlement for 2026-04-22 matched within tolerance. Expected INR 34,061.33 and received INR 34,062.76."
M005,2026-04-10,MediQuick Pharmacy,Healthcare,1,15124.98,3.0,566.49,1.0,0.0,0.0,181.5,113.94,53.18,0.0,0.0,SET50161,14208.44,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR529261994369,14209.87,-1.43,1.43,False,Matched,Normal,"MediQuick Pharmacy settlement for 2026-04-10 matched within tolerance. Expected INR 14,209.87 and received INR 14,208.44."
M005,2026-04-13,MediQuick Pharmacy,Healthcare,1,28849.39,9.0,0.0,0.0,0.0,0.0,346.19,170.45,93.0,1.0,4848.5,SET50164,28241.18,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR220879028298,28239.75,1.43,1.43,False,Matched,Normal,"MediQuick Pharmacy settlement for 2026-04-13 matched within tolerance. Expected INR 28,239.75 and received INR 28,241.18."
M005,2026-05-03,MediQuick Pharmacy,Healthcare,1,14824.48,3.0,0.0,0.0,0.0,0.0,177.89,47.83,40.63,0.0,0.0,SET50184,14556.7,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR817378839581,14558.13,-1.43,1.43,False,Matched,Normal,"MediQuick Pharmacy settlement for 2026-05-03 matched within tolerance. Expected INR 14,558.13 and received INR 14,556.70."
M006,2026-04-25,TravelNest,Travel,3,52485.58,5.0,0.0,0.0,0.0,0.0,1154.69,278.82,258.02,0.0,0.0,SET50214,50792.63,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR298398746882,50794.05,-1.42,1.42,False,Matched,Normal,"TravelNest settlement for 2026-04-25 matched within tolerance. Expected INR 50,794.05 and received INR 50,792.63."
M005,2026-04-16,MediQuick Pharmacy,Healthcare,1,11117.17,3.0,5715.54,1.0,0.0,0.0,133.41,92.86,40.74,0.0,0.0,SET50167,5136.02,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR314356541944,5134.62,1.4,1.4,False,Matched,Normal,"MediQuick Pharmacy settlement for 2026-04-16 matched within tolerance. Expected INR 5,134.62 and received INR 5,136.02."
M007,2026-04-15,HomeEase Services,Home Services,2,36467.09,8.0,1235.04,1.0,0.0,0.0,619.94,267.43,159.73,0.0,0.0,SET50242,34186.35,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR607608590990,34184.95,1.4,1.4,False,Matched,Normal,"HomeEase Services settlement for 2026-04-15 matched within tolerance. Expected INR 34,184.95 and received INR 34,186.35."
M007,2026-04-13,HomeEase Services,Home Services,2,14260.86,5.0,0.0,0.0,0.0,0.0,242.43,143.12,69.41,0.0,0.0,SET50240,13804.52,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR886947997723,13805.9,-1.38,1.38,False,Matched,Normal,"HomeEase Services settlement for 2026-04-13 matched within tolerance. Expected INR 13,805.90 and received INR 13,804.52."
M003,2026-04-10,UrbanStyle Apparel,Apparel,2,16030.14,3.0,0.0,0.0,0.0,0.0,320.61,32.05,63.48,0.0,0.0,SET50083,15612.63,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR730330469007,15614.0,-1.37,1.37,False,Matched,Normal,"UrbanStyle Apparel settlement for 2026-04-10 matched within tolerance. Expected INR 15,614.00 and received INR 15,612.63."
M004,2026-04-08,SkillBridge Learning,EdTech,3,70153.92,8.0,0.0,0.0,0.0,0.0,1122.45,333.57,262.1,1.0,14308.63,SET50118,68434.45,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR531309739699,68435.8,-1.35,1.35,False,Matched,Normal,"SkillBridge Learning settlement for 2026-04-08 matched within tolerance. Expected INR 68,435.80 and received INR 68,434.45."
M007,2026-04-03,HomeEase Services,Home Services,2,23330.72,5.0,0.0,0.0,0.0,0.0,396.62,88.49,87.31,0.0,0.0,SET50230,22756.95,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR992676530975,22758.3,-1.35,1.35,False,Matched,Normal,"HomeEase Services settlement for 2026-04-03 matched within tolerance. Expected INR 22,758.30 and received INR 22,756.95."
M008,2026-05-02,FinEdge SaaS,SaaS,2,41009.6,6.0,1341.18,1.0,0.0,0.0,615.15,331.16,170.34,0.0,0.0,SET50297,38550.42,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR220393216142,38551.77,-1.35,1.35,False,Matched,Normal,"FinEdge SaaS settlement for 2026-05-02 matched within tolerance. Expected INR 38,551.77 and received INR 38,550.42."
M002,2026-04-03,FreshBasket Foods,Grocery,1,7015.26,3.0,0.0,0.0,0.0,0.0,98.21,50.55,26.77,1.0,2904.81,SET50039,6838.39,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR632117226575,6839.73,-1.34,1.34,False,Matched,Normal,"FreshBasket Foods settlement for 2026-04-03 matched within tolerance. Expected INR 6,839.73 and received INR 6,838.39."
M007,2026-04-20,HomeEase Services,Home Services,2,29889.04,7.0,0.0,0.0,0.0,0.0,508.12,100.58,109.56,1.0,9590.65,SET50247,29169.45,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR820937321484,29170.78,-1.33,1.33,False,Matched,Normal,"HomeEase Services settlement for 2026-04-20 matched within tolerance. Expected INR 29,170.78 and received INR 29,169.45."
M003,2026-05-01,UrbanStyle Apparel,Apparel,2,12441.09,4.0,0.0,0.0,0.0,0.0,248.82,93.39,61.6,0.0,0.0,SET50104,12038.6,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR838445702203,12037.28,1.32,1.32,False,Matched,Normal,"UrbanStyle Apparel settlement for 2026-05-01 matched within tolerance. Expected INR 12,037.28 and received INR 12,038.60."
M004,2026-04-22,SkillBridge Learning,EdTech,3,44361.86,3.0,0.0,0.0,0.0,0.0,709.79,316.18,184.68,0.0,0.0,SET50132,43149.89,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR397283827137,43151.21,-1.32,1.32,False,Matched,Normal,"SkillBridge Learning settlement for 2026-04-22 matched within tolerance. Expected INR 43,151.21 and received INR 43,149.89."
M005,2026-05-14,MediQuick Pharmacy,Healthcare,1,0.0,0.0,3509.88,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SET50190,-3511.19,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR940370825913,-3509.88,-1.31,1.31,False,Matched,Normal,"MediQuick Pharmacy settlement for 2026-05-14 matched within tolerance. Expected INR -3,509.88 and received INR -3,511.19."
M005,2026-04-08,MediQuick Pharmacy,Healthcare,1,10774.03,3.0,0.0,0.0,0.0,0.0,129.29,67.77,35.47,2.0,10006.09,SET50159,10540.21,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR941372925881,10541.5,-1.29,1.29,False,Matched,Normal,"MediQuick Pharmacy settlement for 2026-04-08 matched within tolerance. Expected INR 10,541.50 and received INR 10,540.21."
M007,2026-04-07,HomeEase Services,Home Services,2,67761.15,10.0,0.0,0.0,0.0,0.0,1151.95,249.29,252.23,0.0,0.0,SET50234,66106.39,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR772169260902,66107.68,-1.29,1.29,False,Matched,Normal,"HomeEase Services settlement for 2026-04-07 matched within tolerance. Expected INR 66,107.68 and received INR 66,106.39."
M007,2026-04-27,HomeEase Services,Home Services,2,26066.39,6.0,3480.35,1.0,0.0,0.0,443.13,227.82,120.78,0.0,0.0,SET50254,21795.6,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR532509628553,21794.31,1.29,1.29,False,Matched,Normal,"HomeEase Services settlement for 2026-04-27 matched within tolerance. Expected INR 21,794.31 and received INR 21,795.60."
M006,2026-04-08,TravelNest,Travel,3,79841.56,8.0,0.0,0.0,0.0,0.0,1756.52,415.17,390.91,0.0,0.0,SET50197,77280.24,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR203731362991,77278.96,1.28,1.28,False,Matched,Normal,"TravelNest settlement for 2026-04-08 matched within tolerance. Expected INR 77,278.96 and received INR 77,280.24."
M006,2026-04-24,TravelNest,Travel,3,43311.82,4.0,1841.1,1.0,0.0,0.0,952.87,175.21,203.05,1.0,5577.88,SET50213,40138.31,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR990931345872,40139.59,-1.28,1.28,False,Matched,Normal,"TravelNest settlement for 2026-04-24 matched within tolerance. Expected INR 40,139.59 and received INR 40,138.31."
M001,2026-04-11,Apex Electronics,Electronics,2,41012.22,4.0,4245.71,1.0,0.0,0.0,738.23,201.0,169.06,0.0,0.0,SET50009,35656.95,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR508928404106,35658.22,-1.27,1.27,False,Matched,Normal,"Apex Electronics settlement for 2026-04-11 matched within tolerance. Expected INR 35,658.22 and received INR 35,656.95."
M003,2026-04-09,UrbanStyle Apparel,Apparel,2,42184.24,9.0,0.0,0.0,0.0,0.0,843.69,300.13,205.89,1.0,413.56,SET50082,40835.8,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR371011401145,40834.53,1.27,1.27,False,Matched,Normal,"UrbanStyle Apparel settlement for 2026-04-09 matched within tolerance. Expected INR 40,834.53 and received INR 40,835.80."
M005,2026-04-18,MediQuick Pharmacy,Healthcare,1,19812.4,6.0,2836.86,1.0,0.0,0.0,237.75,72.41,55.82,1.0,1960.29,SET50169,16610.83,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR422020163667,16609.56,1.27,1.27,False,Matched,Normal,"MediQuick Pharmacy settlement for 2026-04-18 matched within tolerance. Expected INR 16,609.56 and received INR 16,610.83."
M001,2026-05-02,Apex Electronics,Electronics,2,24010.81,3.0,18949.27,1.0,0.0,0.0,432.2,237.77,120.59,2.0,28647.809999999998,SET50030,4269.72,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR103450697526,4270.98,-1.26,1.26,False,Matched,Normal,"Apex Electronics settlement for 2026-05-02 matched within tolerance. Expected INR 4,270.98 and received INR 4,269.72."
M005,2026-04-29,MediQuick Pharmacy,Healthcare,1,20854.62,5.0,0.0,0.0,0.0,0.0,250.25,157.84,73.45,1.0,2961.71,SET50180,20371.82,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR449928875432,20373.08,-1.26,1.26,False,Matched,Normal,"MediQuick Pharmacy settlement for 2026-04-29 matched within tolerance. Expected INR 20,373.08 and received INR 20,371.82."
M002,2026-04-10,FreshBasket Foods,Grocery,1,13185.45,5.0,0.0,0.0,0.0,0.0,184.6,84.48,48.42,3.0,5703.59,SET50046,12866.7,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR354183418814,12867.95,-1.25,1.25,False,Matched,Normal,"FreshBasket Foods settlement for 2026-04-10 matched within tolerance. Expected INR 12,867.95 and received INR 12,866.70."
M006,2026-05-07,TravelNest,Travel,3,105719.98,10.0,12736.53,1.0,0.0,0.0,2325.83,424.96,495.13,0.0,0.0,SET50226,89736.28,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR452203848931,89737.53,-1.25,1.25,False,Matched,Normal,"TravelNest settlement for 2026-05-07 matched within tolerance. Expected INR 89,737.53 and received INR 89,736.28."
M007,2026-04-21,HomeEase Services,Home Services,2,39634.78,10.0,0.0,0.0,0.0,0.0,673.79,125.47,143.88,0.0,0.0,SET50248,38692.89,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR184912897310,38691.64,1.25,1.25,False,Matched,Normal,"HomeEase Services settlement for 2026-04-21 matched within tolerance. Expected INR 38,691.64 and received INR 38,692.89."
M001,2026-05-03,Apex Electronics,Electronics,2,123182.28,10.0,7385.29,1.0,0.0,0.0,2217.3,541.61,496.6,0.0,0.0,SET50031,112542.72,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR285772887383,112541.48,1.24,1.24,False,Matched,Normal,"Apex Electronics settlement for 2026-05-03 matched within tolerance. Expected INR 112,541.48 and received INR 112,542.72."
M003,2026-04-28,UrbanStyle Apparel,Apparel,2,26044.67,7.0,0.0,0.0,0.0,0.0,520.88,94.71,110.8,1.0,3872.24,SET50101,25317.04,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR526904926325,25318.28,-1.24,1.24,False,Matched,Normal,"UrbanStyle Apparel settlement for 2026-04-28 matched within tolerance. Expected INR 25,318.28 and received INR 25,317.04."
M003,2026-04-14,UrbanStyle Apparel,Apparel,2,48605.75,10.0,6998.38,1.0,0.0,0.0,972.11,242.39,218.63,0.0,0.0,SET50087,40173.01,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR470958661950,40174.24,-1.23,1.23,False,Matched,Normal,"UrbanStyle Apparel settlement for 2026-04-14 matched within tolerance. Expected INR 40,174.24 and received INR 40,173.01."
M008,2026-04-28,FinEdge SaaS,SaaS,2,19966.77,4.0,0.0,0.0,0.0,0.0,299.5,89.19,69.96,0.0,0.0,SET50293,19506.89,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR696909177123,19508.12,-1.23,1.23,False,Matched,Normal,"FinEdge SaaS settlement for 2026-04-28 matched within tolerance. Expected INR 19,508.12 and received INR 19,506.89."
M003,2026-05-03,UrbanStyle Apparel,Apparel,2,28714.15,7.0,0.0,0.0,0.0,0.0,574.28,161.68,132.48,0.0,0.0,SET50106,27844.49,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR298825869172,27845.71,-1.22,1.22,False,Matched,Normal,"UrbanStyle Apparel settlement for 2026-05-03 matched within tolerance. Expected INR 27,845.71 and received INR 27,844.49."
M008,2026-04-18,FinEdge SaaS,SaaS,2,28503.3,4.0,6853.96,2.0,0.0,0.0,427.55,138.69,101.93,2.0,12498.57,SET50283,20982.39,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR437079631692,20981.17,1.22,1.22,False,Matched,Normal,"FinEdge SaaS settlement for 2026-04-18 matched within tolerance. Expected INR 20,981.17 and received INR 20,982.39."
M008,2026-04-05,FinEdge SaaS,SaaS,2,24920.62,5.0,1421.65,1.0,0.0,0.0,373.8,95.69,84.5,0.0,0.0,SET50270,22946.19,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR551454941293,22944.98,1.21,1.21,False,Matched,Normal,"FinEdge SaaS settlement for 2026-04-05 matched within tolerance. Expected INR 22,944.98 and received INR 22,946.19."
M004,2026-04-10,SkillBridge Learning,EdTech,3,49277.25,5.0,0.0,0.0,0.0,0.0,788.43,277.09,191.79,0.0,0.0,SET50120,48018.74,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR783558295890,48019.94,-1.2,1.2,False,Matched,Normal,"SkillBridge Learning settlement for 2026-04-10 matched within tolerance. Expected INR 48,019.94 and received INR 48,018.74."
M006,2026-05-02,TravelNest,Travel,3,40066.25,4.0,0.0,0.0,0.0,0.0,881.46,233.7,200.73,0.0,0.0,SET50221,38749.16,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR340763037805,38750.36,-1.2,1.2,False,Matched,Normal,"TravelNest settlement for 2026-05-02 matched within tolerance. Expected INR 38,750.36 and received INR 38,749.16."
M002,2026-04-21,FreshBasket Foods,Grocery,1,5658.15,3.0,0.0,0.0,0.0,0.0,79.22,55.42,24.24,0.0,0.0,SET50057,5498.08,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR857746607744,5499.27,-1.19,1.19,False,Matched,Normal,"FreshBasket Foods settlement for 2026-04-21 matched within tolerance. Expected INR 5,499.27 and received INR 5,498.08."
M004,2026-04-13,SkillBridge Learning,EdTech,3,17787.79,2.0,5136.9,1.0,0.0,0.0,284.61,98.55,68.97,1.0,2035.5,SET50123,12197.58,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR122461484223,12198.76,-1.18,1.18,False,Matched,Normal,"SkillBridge Learning settlement for 2026-04-13 matched within tolerance. Expected INR 12,198.76 and received INR 12,197.58."
M005,2026-04-30,MediQuick Pharmacy,Healthcare,1,22182.24,7.0,0.0,0.0,0.0,0.0,266.2,106.42,67.08,1.0,5340.29,SET50181,21743.72,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR494759242551,21742.54,1.18,1.18,False,Matched,Normal,"MediQuick Pharmacy settlement for 2026-04-30 matched within tolerance. Expected INR 21,742.54 and received INR 21,743.72."
M006,2026-04-05,TravelNest,Travel,3,56619.61,5.0,0.0,0.0,0.0,0.0,1245.62,452.57,305.68,1.0,11044.61,SET50194,54614.56,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR818217467735,54615.74,-1.18,1.18,False,Matched,Normal,"TravelNest settlement for 2026-04-05 matched within tolerance. Expected INR 54,615.74 and received INR 54,614.56."
M004,2026-04-11,SkillBridge Learning,EdTech,3,36457.22,3.0,0.0,0.0,0.0,0.0,583.32,214.03,143.52,0.0,0.0,SET50121,35517.52,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR117765239632,35516.35,1.17,1.17,False,Matched,Normal,"SkillBridge Learning settlement for 2026-04-11 matched within tolerance. Expected INR 35,516.35 and received INR 35,517.52."
M002,2026-05-11,FreshBasket Foods,Grocery,1,0.0,0.0,1907.46,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SET50075,-1906.29,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR235772449108,-1907.46,1.17,1.17,False,Matched,Normal,"FreshBasket Foods settlement for 2026-05-11 matched within tolerance. Expected INR -1,907.46 and received INR -1,906.29."
M001,2026-04-13,Apex Electronics,Electronics,2,102414.82,9.0,0.0,0.0,0.0,0.0,1843.47,510.79,423.77,1.0,5235.52,SET50011,99637.95,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR979886298600,99636.79,1.16,1.16,False,Matched,Normal,"Apex Electronics settlement for 2026-04-13 matched within tolerance. Expected INR 99,636.79 and received INR 99,637.95."
M001,2026-04-24,Apex Electronics,Electronics,2,36882.39,3.0,0.0,0.0,0.0,0.0,663.88,316.08,176.39,0.0,0.0,SET50022,35727.2,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR449445119645,35726.04,1.16,1.16,False,Matched,Normal,"Apex Electronics settlement for 2026-04-24 matched within tolerance. Expected INR 35,726.04 and received INR 35,727.20."
M008,2026-05-10,FinEdge SaaS,SaaS,2,0.0,0.0,3619.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SET50305,-3618.75,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR452689095663,-3619.9,1.15,1.15,False,Matched,Normal,"FinEdge SaaS settlement for 2026-05-10 matched within tolerance. Expected INR -3,619.90 and received INR -3,618.75."
M003,2026-04-21,UrbanStyle Apparel,Apparel,2,45402.58,9.0,0.0,0.0,0.0,0.0,908.05,261.34,210.49,1.0,1125.37,SET50094,44023.82,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR467054222746,44022.7,1.12,1.12,False,Matched,Normal,"UrbanStyle Apparel settlement for 2026-04-21 matched within tolerance. Expected INR 44,022.70 and received INR 44,023.82."
M004,2026-04-14,SkillBridge Learning,EdTech,3,44565.85,7.0,11518.74,1.0,0.0,0.0,713.05,361.64,193.44,0.0,0.0,SET50124,31777.86,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR612854706759,31778.98,-1.12,1.12,False,Matched,Normal,"SkillBridge Learning settlement for 2026-04-14 matched within tolerance. Expected INR 31,778.98 and received INR 31,777.86."
M003,2026-04-29,UrbanStyle Apparel,Apparel,2,34095.89,7.0,0.0,0.0,0.0,0.0,681.92,171.95,153.7,2.0,12824.89,SET50102,33087.21,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR703623464456,33088.32,-1.11,1.11,False,Matched,Normal,"UrbanStyle Apparel settlement for 2026-04-29 matched within tolerance. Expected INR 33,088.32 and received INR 33,087.21."
M007,2026-05-02,HomeEase Services,Home Services,2,22041.54,4.0,9899.45,2.0,0.0,0.0,374.7,168.51,97.77,2.0,16916.36,SET50259,11500.0,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR579623990741,11501.11,-1.11,1.11,False,Matched,Normal,"HomeEase Services settlement for 2026-05-02 matched within tolerance. Expected INR 11,501.11 and received INR 11,500.00."
